song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Stand and Deliver,Adam & The Ants,1eoHjFYPjG7cBJi6Obb7oV,0,0.532,0.914,6.0,-12.09,0.0,0.0578,0.00901,0.0,0.512,0.588,142.744,audio_features,1eoHjFYPjG7cBJi6Obb7oV,spotify:track:1eoHjFYPjG7cBJi6Obb7oV,https://api.spotify.com/v1/tracks/1eoHjFYPjG7cBJi6Obb7oV,https://api.spotify.com/v1/audio-analysis/1eoHjFYPjG7cBJi6Obb7oV,187246.0,4.0
You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,3no0tiiQldD3LnsxwVtnnk,45,0.357,0.389,1.0,-9.702,1.0,0.0269,0.569,0.0,0.099,0.324,94.211,audio_features,3no0tiiQldD3LnsxwVtnnk,spotify:track:3no0tiiQldD3LnsxwVtnnk,https://api.spotify.com/v1/tracks/3no0tiiQldD3LnsxwVtnnk,https://api.spotify.com/v1/audio-analysis/3no0tiiQldD3LnsxwVtnnk,224000.0,4.0
Eighth Day,Hazel O'Connor,1yEEAHwwMpjv7TgnQdlSp4,34,0.419,0.595,0.0,-14.202,1.0,0.0454,0.232,0.0038,0.186,0.512,140.084,audio_features,1yEEAHwwMpjv7TgnQdlSp4,spotify:track:1yEEAHwwMpjv7TgnQdlSp4,https://api.spotify.com/v1/tracks/1yEEAHwwMpjv7TgnQdlSp4,https://api.spotify.com/v1/audio-analysis/1yEEAHwwMpjv7TgnQdlSp4,192667.0,4.0
Papa Was A Rollin' Stone,The Temptations,6MwEqdLoCslkioiDnY6uV6,0,0.744,0.366,5.0,-16.901,0.0,0.0881,0.651,0.0185,0.0649,0.829,120.545,audio_features,6MwEqdLoCslkioiDnY6uV6,spotify:track:6MwEqdLoCslkioiDnY6uV6,https://api.spotify.com/v1/tracks/6MwEqdLoCslkioiDnY6uV6,https://api.spotify.com/v1/audio-analysis/6MwEqdLoCslkioiDnY6uV6,414973.0,4.0
Somethin' Else,Eddie Cochran,3Ib94mN8YF3cXZo5x1FpQL,34,0.625,0.791,2.0,-10.428,1.0,0.0711,0.198,0.000144,0.0645,0.967,157.413,audio_features,3Ib94mN8YF3cXZo5x1FpQL,spotify:track:3Ib94mN8YF3cXZo5x1FpQL,https://api.spotify.com/v1/tracks/3Ib94mN8YF3cXZo5x1FpQL,https://api.spotify.com/v1/audio-analysis/3Ib94mN8YF3cXZo5x1FpQL,125907.0,4.0
Town Called Malice,The Jam,6sX5sm1wrYYV6ooAirEXAa,0,0.542,0.91,7.0,-8.924,1.0,0.0873,0.00228,0.00524,0.0695,0.775,101.774,audio_features,6sX5sm1wrYYV6ooAirEXAa,spotify:track:6sX5sm1wrYYV6ooAirEXAa,https://api.spotify.com/v1/tracks/6sX5sm1wrYYV6ooAirEXAa,https://api.spotify.com/v1/audio-analysis/6sX5sm1wrYYV6ooAirEXAa,172803.0,4.0
Welcome to the Black Parade,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,78,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,audio_features,5wQnmLuC1W7ATsArWACrgW,spotify:track:5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/tracks/5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/audio-analysis/5wQnmLuC1W7ATsArWACrgW,311107.0,4.0
Rabbit Heart (Raise It Up),Florence + The Machine,5UoDi2bvpeYRihthPyljvg,0,0.631,0.865,9.0,-3.439,0.0,0.0465,0.0697,2.64e-06,0.266,0.436,116.98,audio_features,5UoDi2bvpeYRihthPyljvg,spotify:track:5UoDi2bvpeYRihthPyljvg,https://api.spotify.com/v1/tracks/5UoDi2bvpeYRihthPyljvg,https://api.spotify.com/v1/audio-analysis/5UoDi2bvpeYRihthPyljvg,232360.0,4.0
I Can Never Go Home Anymore,The Shangri-Las,0uc1sZNhV8V97OmvYP6fK2,0,0.552,0.352,11.0,-12.595,0.0,0.0365,0.611,0.0,0.211,0.183,95.987,audio_features,0uc1sZNhV8V97OmvYP6fK2,spotify:track:0uc1sZNhV8V97OmvYP6fK2,https://api.spotify.com/v1/tracks/0uc1sZNhV8V97OmvYP6fK2,https://api.spotify.com/v1/audio-analysis/0uc1sZNhV8V97OmvYP6fK2,192907.0,4.0
Come Together - Remastered,The Beatles,0MKqeOVdZcUFGJvWpGCKbG,0,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,0MKqeOVdZcUFGJvWpGCKbG,spotify:track:0MKqeOVdZcUFGJvWpGCKbG,https://api.spotify.com/v1/tracks/0MKqeOVdZcUFGJvWpGCKbG,https://api.spotify.com/v1/audio-analysis/0MKqeOVdZcUFGJvWpGCKbG,259947.0,4.0
"Knock On Wood - 1985 7"" Remix",Amii Stewart,2qxrGDWh1qXWXJ1DbbxAEu,2,0.682,0.925,2.0,-6.526,1.0,0.0483,0.000907,7.73e-05,0.0655,0.876,140.768,audio_features,2qxrGDWh1qXWXJ1DbbxAEu,spotify:track:2qxrGDWh1qXWXJ1DbbxAEu,https://api.spotify.com/v1/tracks/2qxrGDWh1qXWXJ1DbbxAEu,https://api.spotify.com/v1/audio-analysis/2qxrGDWh1qXWXJ1DbbxAEu,248720.0,4.0
The Passenger,Iggy Pop,3yP0cohcr97BUNJcgvmSVg,0,0.5,0.846,0.0,-8.098,1.0,0.0457,0.0797,0.0,0.241,0.738,134.937,audio_features,3yP0cohcr97BUNJcgvmSVg,spotify:track:3yP0cohcr97BUNJcgvmSVg,https://api.spotify.com/v1/tracks/3yP0cohcr97BUNJcgvmSVg,https://api.spotify.com/v1/audio-analysis/3yP0cohcr97BUNJcgvmSVg,284067.0,4.0
Wuthering Heights,Kate Bush,5YSI1311X8t31PBjkBG4CZ,66,0.484,0.392,1.0,-11.381,1.0,0.0313,0.366,0.0452,0.124,0.521,124.564,audio_features,5YSI1311X8t31PBjkBG4CZ,spotify:track:5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/tracks/5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/audio-analysis/5YSI1311X8t31PBjkBG4CZ,269067.0,4.0
Can You Forgive Her? - 2001 Remaster,Pet Shop Boys,4oWiuhiEGtE0AuzOHwbJcQ,0,0.513,0.89,6.0,-5.451,0.0,0.05,0.0534,0.0,0.225,0.71,173.329,audio_features,4oWiuhiEGtE0AuzOHwbJcQ,spotify:track:4oWiuhiEGtE0AuzOHwbJcQ,https://api.spotify.com/v1/tracks/4oWiuhiEGtE0AuzOHwbJcQ,https://api.spotify.com/v1/audio-analysis/4oWiuhiEGtE0AuzOHwbJcQ,234267.0,3.0
Lady Marmalade,LaBelle,17VWTx7LD7liGlpnlGhUbn,58,0.631,0.563,2.0,-12.135,0.0,0.0552,0.398,0.0,0.0733,0.947,117.963,audio_features,17VWTx7LD7liGlpnlGhUbn,spotify:track:17VWTx7LD7liGlpnlGhUbn,https://api.spotify.com/v1/tracks/17VWTx7LD7liGlpnlGhUbn,https://api.spotify.com/v1/audio-analysis/17VWTx7LD7liGlpnlGhUbn,237120.0,4.0
Hallelujah,Rufus Wainwright,2u6fRGcaBhpI4uNBHpGv0b,61,0.367,0.156,9.0,-10.052,0.0,0.0314,0.88,0.0,0.0972,0.44,73.138,audio_features,2u6fRGcaBhpI4uNBHpGv0b,spotify:track:2u6fRGcaBhpI4uNBHpGv0b,https://api.spotify.com/v1/tracks/2u6fRGcaBhpI4uNBHpGv0b,https://api.spotify.com/v1/audio-analysis/2u6fRGcaBhpI4uNBHpGv0b,251587.0,4.0
Hurt,Johnny Cash,2pDXMhXlzg67zhXKZVlefy,0,0.546,0.404,9.0,-7.515,0.0,0.0273,0.62,0.000302,0.114,0.182,92.023,audio_features,2pDXMhXlzg67zhXKZVlefy,spotify:track:2pDXMhXlzg67zhXKZVlefy,https://api.spotify.com/v1/tracks/2pDXMhXlzg67zhXKZVlefy,https://api.spotify.com/v1/audio-analysis/2pDXMhXlzg67zhXKZVlefy,216533.0,4.0
Great Balls Of Fire,Jerry Lee Lewis,4S9WWr42OEWNbA7SVt9xEY,0,0.563,0.508,10.0,-15.044,1.0,0.0638,0.416,0.0,0.526,0.849,79.436,audio_features,4S9WWr42OEWNbA7SVt9xEY,spotify:track:4S9WWr42OEWNbA7SVt9xEY,https://api.spotify.com/v1/tracks/4S9WWr42OEWNbA7SVt9xEY,https://api.spotify.com/v1/audio-analysis/4S9WWr42OEWNbA7SVt9xEY,110867.0,4.0
A Girl Called Johnny - 2002 Remaster,The Waterboys,2EF94Cbk5QW28tY95e1DtW,0,0.562,0.947,9.0,-3.948,0.0,0.0681,0.396,0.0,0.164,0.569,132.857,audio_features,2EF94Cbk5QW28tY95e1DtW,spotify:track:2EF94Cbk5QW28tY95e1DtW,https://api.spotify.com/v1/tracks/2EF94Cbk5QW28tY95e1DtW,https://api.spotify.com/v1/audio-analysis/2EF94Cbk5QW28tY95e1DtW,237200.0,4.0
Shine On,The House of Love,1RSVjxbRge3mnRPWv894G4,0,0.455,0.735,9.0,-9.646,0.0,0.0338,0.0804,0.00104,0.373,0.291,136.136,audio_features,1RSVjxbRge3mnRPWv894G4,spotify:track:1RSVjxbRge3mnRPWv894G4,https://api.spotify.com/v1/tracks/1RSVjxbRge3mnRPWv894G4,https://api.spotify.com/v1/audio-analysis/1RSVjxbRge3mnRPWv894G4,240067.0,4.0
The Fish Cheer / I-Feel-Like-I’m-Fixin’-To Die Rag,Country Joe & The Fish,4ekhcmbinPu8eLHtxD2lav,36,0.334,0.86,5.0,-8.86,0.0,0.129,0.358,0.0,0.314,0.694,204.896,audio_features,4ekhcmbinPu8eLHtxD2lav,spotify:track:4ekhcmbinPu8eLHtxD2lav,https://api.spotify.com/v1/tracks/4ekhcmbinPu8eLHtxD2lav,https://api.spotify.com/v1/audio-analysis/4ekhcmbinPu8eLHtxD2lav,223933.0,4.0
"Carmina Burana : ""O Fortuna""",Carl Orff,7sCQAc6A3zsQwUbWdj1ka5,0,0.418,0.334,10.0,-14.725,1.0,0.0449,0.888,0.163,0.503,0.289,140.587,audio_features,7sCQAc6A3zsQwUbWdj1ka5,spotify:track:7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/tracks/7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/audio-analysis/7sCQAc6A3zsQwUbWdj1ka5,153948.0,3.0
"Carmina Burana : ""O Fortuna""",Chor der Deutschen Oper Berlin,7sCQAc6A3zsQwUbWdj1ka5,0,0.418,0.334,10.0,-14.725,1.0,0.0449,0.888,0.163,0.503,0.289,140.587,audio_features,7sCQAc6A3zsQwUbWdj1ka5,spotify:track:7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/tracks/7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/audio-analysis/7sCQAc6A3zsQwUbWdj1ka5,153948.0,3.0
"Carmina Burana : ""O Fortuna""",Walter Hagen-Groll,7sCQAc6A3zsQwUbWdj1ka5,0,0.418,0.334,10.0,-14.725,1.0,0.0449,0.888,0.163,0.503,0.289,140.587,audio_features,7sCQAc6A3zsQwUbWdj1ka5,spotify:track:7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/tracks/7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/audio-analysis/7sCQAc6A3zsQwUbWdj1ka5,153948.0,3.0
"Carmina Burana : ""O Fortuna""",Eugen Jochum,7sCQAc6A3zsQwUbWdj1ka5,0,0.418,0.334,10.0,-14.725,1.0,0.0449,0.888,0.163,0.503,0.289,140.587,audio_features,7sCQAc6A3zsQwUbWdj1ka5,spotify:track:7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/tracks/7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/audio-analysis/7sCQAc6A3zsQwUbWdj1ka5,153948.0,3.0
"Carmina Burana : ""O Fortuna""",Orchester der Deutschen Oper Berlin,7sCQAc6A3zsQwUbWdj1ka5,0,0.418,0.334,10.0,-14.725,1.0,0.0449,0.888,0.163,0.503,0.289,140.587,audio_features,7sCQAc6A3zsQwUbWdj1ka5,spotify:track:7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/tracks/7sCQAc6A3zsQwUbWdj1ka5,https://api.spotify.com/v1/audio-analysis/7sCQAc6A3zsQwUbWdj1ka5,153948.0,3.0
Daydream In Blue,I Monster,118kolZnbJBQvbOl0D4C71,0,0.546,0.508,0.0,-6.301,0.0,0.0266,0.0151,0.00109,0.116,0.385,153.721,audio_features,118kolZnbJBQvbOl0D4C71,spotify:track:118kolZnbJBQvbOl0D4C71,https://api.spotify.com/v1/tracks/118kolZnbJBQvbOl0D4C71,https://api.spotify.com/v1/audio-analysis/118kolZnbJBQvbOl0D4C71,223667.0,4.0
Duel of the Fates,John Williams,1ghlpxVfPbFH2jenrv9vVw,63,0.471,0.411,2.0,-15.755,1.0,0.041,0.733,0.853,0.28,0.282,79.986,audio_features,1ghlpxVfPbFH2jenrv9vVw,spotify:track:1ghlpxVfPbFH2jenrv9vVw,https://api.spotify.com/v1/tracks/1ghlpxVfPbFH2jenrv9vVw,https://api.spotify.com/v1/audio-analysis/1ghlpxVfPbFH2jenrv9vVw,254347.0,4.0
Duel of the Fates,London Symphony Orchestra,1ghlpxVfPbFH2jenrv9vVw,63,0.471,0.411,2.0,-15.755,1.0,0.041,0.733,0.853,0.28,0.282,79.986,audio_features,1ghlpxVfPbFH2jenrv9vVw,spotify:track:1ghlpxVfPbFH2jenrv9vVw,https://api.spotify.com/v1/tracks/1ghlpxVfPbFH2jenrv9vVw,https://api.spotify.com/v1/audio-analysis/1ghlpxVfPbFH2jenrv9vVw,254347.0,4.0
Heavyweight Champion Of The World,Reverend And The Makers,79NyNPKmsGizc2xs4p22rj,0,0.547,0.836,9.0,-2.403,1.0,0.0405,0.00576,1.41e-05,0.099,0.784,132.968,audio_features,79NyNPKmsGizc2xs4p22rj,spotify:track:79NyNPKmsGizc2xs4p22rj,https://api.spotify.com/v1/tracks/79NyNPKmsGizc2xs4p22rj,https://api.spotify.com/v1/audio-analysis/79NyNPKmsGizc2xs4p22rj,205227.0,4.0
Moon Kittens,Bellowhead,4B5f52DYlw9KOuEULabj6L,1,0.333,0.7,5.0,-7.416,1.0,0.0442,0.155,0.446,0.131,0.341,156.185,audio_features,4B5f52DYlw9KOuEULabj6L,spotify:track:4B5f52DYlw9KOuEULabj6L,https://api.spotify.com/v1/tracks/4B5f52DYlw9KOuEULabj6L,https://api.spotify.com/v1/audio-analysis/4B5f52DYlw9KOuEULabj6L,205067.0,4.0
Emperor's New Clothes,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,70,0.562,0.904,1.0,-4.947,1.0,0.0807,0.00302,0.0,0.0433,0.651,94.481,audio_features,3px2rAPu74ltbkf9eZsZ8h,spotify:track:3px2rAPu74ltbkf9eZsZ8h,https://api.spotify.com/v1/tracks/3px2rAPu74ltbkf9eZsZ8h,https://api.spotify.com/v1/audio-analysis/3px2rAPu74ltbkf9eZsZ8h,158667.0,4.0
Young And Menace,Fall Out Boy,5OZRid7wbRwgHGEVgZ9KyL,0,0.637,0.825,11.0,-5.178,1.0,0.0578,0.103,0.000593,0.124,0.257,108.056,audio_features,5OZRid7wbRwgHGEVgZ9KyL,spotify:track:5OZRid7wbRwgHGEVgZ9KyL,https://api.spotify.com/v1/tracks/5OZRid7wbRwgHGEVgZ9KyL,https://api.spotify.com/v1/audio-analysis/5OZRid7wbRwgHGEVgZ9KyL,223947.0,4.0
I Just Want To Make Love To You - Single Version,Etta James,3QnHWkNMY2mpy494Bis0ly,64,0.642,0.523,3.0,-8.579,1.0,0.11,0.772,3.26e-06,0.527,0.654,101.635,audio_features,3QnHWkNMY2mpy494Bis0ly,spotify:track:3QnHWkNMY2mpy494Bis0ly,https://api.spotify.com/v1/tracks/3QnHWkNMY2mpy494Bis0ly,https://api.spotify.com/v1/audio-analysis/3QnHWkNMY2mpy494Bis0ly,185627.0,4.0
Frontier Psychiatrist,The Avalanches,2CQWQkDK3fLiaxXvrMclMA,0,0.7,0.901,6.0,-7.44,1.0,0.264,0.123,9.17e-05,0.388,0.422,98.889,audio_features,2CQWQkDK3fLiaxXvrMclMA,spotify:track:2CQWQkDK3fLiaxXvrMclMA,https://api.spotify.com/v1/tracks/2CQWQkDK3fLiaxXvrMclMA,https://api.spotify.com/v1/audio-analysis/2CQWQkDK3fLiaxXvrMclMA,288240.0,4.0
Sun Goes Down,David Jordan,13jTtALkKaVjFDkq1r6e10,0,0.561,0.702,5.0,-7.689,1.0,0.0281,0.108,0.0,0.337,0.948,171.724,audio_features,13jTtALkKaVjFDkq1r6e10,spotify:track:13jTtALkKaVjFDkq1r6e10,https://api.spotify.com/v1/tracks/13jTtALkKaVjFDkq1r6e10,https://api.spotify.com/v1/audio-analysis/13jTtALkKaVjFDkq1r6e10,198093.0,4.0
Leaders of the Free World,Elbow,6z8CQh1NxzPfU9bIvLXrxv,0,0.523,0.764,4.0,-4.367,0.0,0.0263,0.00179,0.016,0.0874,0.64,88.006,audio_features,6z8CQh1NxzPfU9bIvLXrxv,spotify:track:6z8CQh1NxzPfU9bIvLXrxv,https://api.spotify.com/v1/tracks/6z8CQh1NxzPfU9bIvLXrxv,https://api.spotify.com/v1/audio-analysis/6z8CQh1NxzPfU9bIvLXrxv,371027.0,4.0
Shoorah! Shoorah!,Betty Wright,1X9povBxQkI1ojRA893fv8,36,0.861,0.726,0.0,-6.991,1.0,0.039,0.386,5.83e-05,0.0417,0.981,121.551,audio_features,1X9povBxQkI1ojRA893fv8,spotify:track:1X9povBxQkI1ojRA893fv8,https://api.spotify.com/v1/tracks/1X9povBxQkI1ojRA893fv8,https://api.spotify.com/v1/audio-analysis/1X9povBxQkI1ojRA893fv8,175253.0,4.0
Eloise,The Damned,40Su38fTiU4hO8W5ff88Bn,40,0.271,0.674,11.0,-10.18,1.0,0.0374,0.191,2.62e-06,0.247,0.413,142.823,audio_features,40Su38fTiU4hO8W5ff88Bn,spotify:track:40Su38fTiU4hO8W5ff88Bn,https://api.spotify.com/v1/tracks/40Su38fTiU4hO8W5ff88Bn,https://api.spotify.com/v1/audio-analysis/40Su38fTiU4hO8W5ff88Bn,308000.0,4.0
Sheriff Fatman,Carter The Unstoppable Sex Machine,6cW4GA7TQdH6wuMllLzubz,37,0.62,0.575,7.0,-11.868,1.0,0.0966,0.00102,0.429,0.729,0.391,120.462,audio_features,6cW4GA7TQdH6wuMllLzubz,spotify:track:6cW4GA7TQdH6wuMllLzubz,https://api.spotify.com/v1/tracks/6cW4GA7TQdH6wuMllLzubz,https://api.spotify.com/v1/audio-analysis/6cW4GA7TQdH6wuMllLzubz,286507.0,4.0
Paradise City,Guns N' Roses,5Q41NLTmGbVPozwHKK7bk2,0,0.274,0.949,11.0,-8.642,1.0,0.0896,0.0214,0.00778,0.218,0.497,100.346,audio_features,5Q41NLTmGbVPozwHKK7bk2,spotify:track:5Q41NLTmGbVPozwHKK7bk2,https://api.spotify.com/v1/tracks/5Q41NLTmGbVPozwHKK7bk2,https://api.spotify.com/v1/audio-analysis/5Q41NLTmGbVPozwHKK7bk2,406307.0,4.0
12 Reasons Why I Love Her,My Life Story,6yrHWeAT2QkaIIs9g3nSzF,21,0.511,0.889,7.0,-5.67,0.0,0.0429,0.163,5.21e-05,0.2,0.348,145.548,audio_features,6yrHWeAT2QkaIIs9g3nSzF,spotify:track:6yrHWeAT2QkaIIs9g3nSzF,https://api.spotify.com/v1/tracks/6yrHWeAT2QkaIIs9g3nSzF,https://api.spotify.com/v1/audio-analysis/6yrHWeAT2QkaIIs9g3nSzF,221468.0,4.0
Walkin' On The Sun,Smash Mouth,4TQeNHx85xcP9YRkvJC6K1,70,0.745,0.972,6.0,-5.598,1.0,0.0316,0.346,0.0,0.148,0.968,123.067,audio_features,4TQeNHx85xcP9YRkvJC6K1,spotify:track:4TQeNHx85xcP9YRkvJC6K1,https://api.spotify.com/v1/tracks/4TQeNHx85xcP9YRkvJC6K1,https://api.spotify.com/v1/audio-analysis/4TQeNHx85xcP9YRkvJC6K1,207787.0,4.0
96 Tears,? & The Mysterians,4v75K5mEyumdXCZU09kwAg,31,0.681,0.499,7.0,-6.894,1.0,0.034,0.0589,6.39e-06,0.0743,0.841,123.458,audio_features,4v75K5mEyumdXCZU09kwAg,spotify:track:4v75K5mEyumdXCZU09kwAg,https://api.spotify.com/v1/tracks/4v75K5mEyumdXCZU09kwAg,https://api.spotify.com/v1/audio-analysis/4v75K5mEyumdXCZU09kwAg,177427.0,4.0
Oliver's Army,Elvis Costello & The Attractions,1GIV1YzfuFzYAoUjwx3r7W,0,0.523,0.735,4.0,-9.199,1.0,0.0292,0.137,0.0,0.199,0.903,143.182,audio_features,1GIV1YzfuFzYAoUjwx3r7W,spotify:track:1GIV1YzfuFzYAoUjwx3r7W,https://api.spotify.com/v1/tracks/1GIV1YzfuFzYAoUjwx3r7W,https://api.spotify.com/v1/audio-analysis/1GIV1YzfuFzYAoUjwx3r7W,179613.0,4.0
Mr. Blue Sky,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,79,0.388,0.338,10.0,-10.054,1.0,0.0329,0.652,3.73e-06,0.248,0.478,177.765,audio_features,2RlgNHKcydI9sayD2Df2xp,spotify:track:2RlgNHKcydI9sayD2Df2xp,https://api.spotify.com/v1/tracks/2RlgNHKcydI9sayD2Df2xp,https://api.spotify.com/v1/audio-analysis/2RlgNHKcydI9sayD2Df2xp,303373.0,4.0
Do It Again - Remastered,The Beach Boys,1pzQSwqvKFz6rAPrGJmyBG,0,0.646,0.709,5.0,-7.765,1.0,0.0308,0.429,0.0,0.17,0.965,118.635,audio_features,1pzQSwqvKFz6rAPrGJmyBG,spotify:track:1pzQSwqvKFz6rAPrGJmyBG,https://api.spotify.com/v1/tracks/1pzQSwqvKFz6rAPrGJmyBG,https://api.spotify.com/v1/audio-analysis/1pzQSwqvKFz6rAPrGJmyBG,135800.0,4.0
Rocks,Primal Scream,2C1LBnSUybZIGRJUkSK2GC,0,0.637,0.739,7.0,-7.704,1.0,0.0346,0.000216,0.00188,0.0339,0.95,127.702,audio_features,2C1LBnSUybZIGRJUkSK2GC,spotify:track:2C1LBnSUybZIGRJUkSK2GC,https://api.spotify.com/v1/tracks/2C1LBnSUybZIGRJUkSK2GC,https://api.spotify.com/v1/audio-analysis/2C1LBnSUybZIGRJUkSK2GC,215987.0,4.0
Rocks,George Drakoulias,2C1LBnSUybZIGRJUkSK2GC,0,0.637,0.739,7.0,-7.704,1.0,0.0346,0.000216,0.00188,0.0339,0.95,127.702,audio_features,2C1LBnSUybZIGRJUkSK2GC,spotify:track:2C1LBnSUybZIGRJUkSK2GC,https://api.spotify.com/v1/tracks/2C1LBnSUybZIGRJUkSK2GC,https://api.spotify.com/v1/audio-analysis/2C1LBnSUybZIGRJUkSK2GC,215987.0,4.0
Rocks,David Bianco,2C1LBnSUybZIGRJUkSK2GC,0,0.637,0.739,7.0,-7.704,1.0,0.0346,0.000216,0.00188,0.0339,0.95,127.702,audio_features,2C1LBnSUybZIGRJUkSK2GC,spotify:track:2C1LBnSUybZIGRJUkSK2GC,https://api.spotify.com/v1/tracks/2C1LBnSUybZIGRJUkSK2GC,https://api.spotify.com/v1/audio-analysis/2C1LBnSUybZIGRJUkSK2GC,215987.0,4.0
The Eve Of The War,Jeff Wayne,09yDX2BZLGaLnztkZ0hRdr,31,0.416,0.663,2.0,-6.319,0.0,0.069,0.132,0.0189,0.291,0.409,126.661,audio_features,09yDX2BZLGaLnztkZ0hRdr,spotify:track:09yDX2BZLGaLnztkZ0hRdr,https://api.spotify.com/v1/tracks/09yDX2BZLGaLnztkZ0hRdr,https://api.spotify.com/v1/audio-analysis/09yDX2BZLGaLnztkZ0hRdr,304227.0,4.0
Chemical World - 2012 Remaster,Blur,2ZU4gtRTj53RJddZkqeOu7,28,0.312,0.816,2.0,-7.527,1.0,0.0473,0.0372,8.53e-05,0.159,0.551,140.744,audio_features,2ZU4gtRTj53RJddZkqeOu7,spotify:track:2ZU4gtRTj53RJddZkqeOu7,https://api.spotify.com/v1/tracks/2ZU4gtRTj53RJddZkqeOu7,https://api.spotify.com/v1/audio-analysis/2ZU4gtRTj53RJddZkqeOu7,393760.0,4.0
Riot In Cell Block No. 9,The Robins,2vSkapqr3GNs5SD9Qqis7K,0,0.539,0.469,2.0,-12.312,0.0,0.333,0.373,4.12e-06,0.375,0.565,133.416,audio_features,2vSkapqr3GNs5SD9Qqis7K,spotify:track:2vSkapqr3GNs5SD9Qqis7K,https://api.spotify.com/v1/tracks/2vSkapqr3GNs5SD9Qqis7K,https://api.spotify.com/v1/audio-analysis/2vSkapqr3GNs5SD9Qqis7K,183040.0,3.0
Misirlou,Dick Dale & His Del-Tones,3yuhWcddu8hgwlMIAyFamR,38,0.423,0.896,4.0,-9.555,1.0,0.0368,0.0914,0.668,0.35,0.732,99.156,audio_features,3yuhWcddu8hgwlMIAyFamR,spotify:track:3yuhWcddu8hgwlMIAyFamR,https://api.spotify.com/v1/tracks/3yuhWcddu8hgwlMIAyFamR,https://api.spotify.com/v1/audio-analysis/3yuhWcddu8hgwlMIAyFamR,160840.0,4.0
Palaces of Montezuma,Grinderman,1uAgOx0GWsKLsg1cLvKDNb,44,0.471,0.71,4.0,-7.446,1.0,0.0282,0.0633,0.000898,0.16,0.254,104.756,audio_features,1uAgOx0GWsKLsg1cLvKDNb,spotify:track:1uAgOx0GWsKLsg1cLvKDNb,https://api.spotify.com/v1/tracks/1uAgOx0GWsKLsg1cLvKDNb,https://api.spotify.com/v1/audio-analysis/1uAgOx0GWsKLsg1cLvKDNb,212227.0,4.0
Danny Nedelko,IDLES,44TyGuyg0xVt5Ngq4CCnxD,0,0.207,0.931,6.0,-4.452,1.0,0.083,0.000274,0.00387,0.243,0.324,204.227,audio_features,44TyGuyg0xVt5Ngq4CCnxD,spotify:track:44TyGuyg0xVt5Ngq4CCnxD,https://api.spotify.com/v1/tracks/44TyGuyg0xVt5Ngq4CCnxD,https://api.spotify.com/v1/audio-analysis/44TyGuyg0xVt5Ngq4CCnxD,204844.0,4.0
Four to the Floor,Starsailor,4x5WbFaTTCexxBKbUyfBcG,50,0.533,0.832,1.0,-5.123,0.0,0.0273,0.0253,0.000125,0.0889,0.735,93.08,audio_features,4x5WbFaTTCexxBKbUyfBcG,spotify:track:4x5WbFaTTCexxBKbUyfBcG,https://api.spotify.com/v1/tracks/4x5WbFaTTCexxBKbUyfBcG,https://api.spotify.com/v1/audio-analysis/4x5WbFaTTCexxBKbUyfBcG,233840.0,4.0
Wake Up,Arcade Fire,6Hmj7SrLRbreLVfVS7mV1S,63,0.252,0.8,0.0,-4.845,1.0,0.0368,0.12,0.0538,0.118,0.29,139.361,audio_features,6Hmj7SrLRbreLVfVS7mV1S,spotify:track:6Hmj7SrLRbreLVfVS7mV1S,https://api.spotify.com/v1/tracks/6Hmj7SrLRbreLVfVS7mV1S,https://api.spotify.com/v1/audio-analysis/6Hmj7SrLRbreLVfVS7mV1S,335333.0,4.0
"Baby, I Love You",The Ronettes,4V6ZLk1IHdG00qu3B4m8Y9,40,0.545,0.802,3.0,-8.275,1.0,0.0358,0.208,3.7e-05,0.086,0.854,115.692,audio_features,4V6ZLk1IHdG00qu3B4m8Y9,spotify:track:4V6ZLk1IHdG00qu3B4m8Y9,https://api.spotify.com/v1/tracks/4V6ZLk1IHdG00qu3B4m8Y9,https://api.spotify.com/v1/audio-analysis/4V6ZLk1IHdG00qu3B4m8Y9,171480.0,4.0
