song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Carnival,The Cardigans,5TbDM1PBTyODDCTGEoDCxL,56,0.515,0.748,2.0,-5.855,1.0,0.031,0.0625,3.8e-06,0.384,0.394,110.571,audio_features,5TbDM1PBTyODDCTGEoDCxL,spotify:track:5TbDM1PBTyODDCTGEoDCxL,https://api.spotify.com/v1/tracks/5TbDM1PBTyODDCTGEoDCxL,https://api.spotify.com/v1/audio-analysis/5TbDM1PBTyODDCTGEoDCxL,216881.0,4.0
Silent to the Dark,The Electric Soft Parade,3s8ptLyXCnNChTKOBkrmRd,0,0.221,0.654,1.0,-8.304,1.0,0.0405,0.0911,3.16e-05,0.0429,0.0744,94.887,audio_features,3s8ptLyXCnNChTKOBkrmRd,spotify:track:3s8ptLyXCnNChTKOBkrmRd,https://api.spotify.com/v1/tracks/3s8ptLyXCnNChTKOBkrmRd,https://api.spotify.com/v1/audio-analysis/3s8ptLyXCnNChTKOBkrmRd,540960.0,4.0
5-4-3-2-1,Manfred Mann,1JaPdgiPbWA80rkYDRjd7y,0,0.626,0.745,10.0,-7.026,1.0,0.0441,0.253,0.000275,0.0771,0.957,113.821,audio_features,1JaPdgiPbWA80rkYDRjd7y,spotify:track:1JaPdgiPbWA80rkYDRjd7y,https://api.spotify.com/v1/tracks/1JaPdgiPbWA80rkYDRjd7y,https://api.spotify.com/v1/audio-analysis/1JaPdgiPbWA80rkYDRjd7y,119427.0,4.0
Vive Le Rock,Adam Ant,03Evqfv7ECT3pebZNKQaEP,21,0.527,0.899,7.0,-7.339,1.0,0.0549,0.00418,1.9e-06,0.36,0.487,131.558,audio_features,03Evqfv7ECT3pebZNKQaEP,spotify:track:03Evqfv7ECT3pebZNKQaEP,https://api.spotify.com/v1/tracks/03Evqfv7ECT3pebZNKQaEP,https://api.spotify.com/v1/audio-analysis/03Evqfv7ECT3pebZNKQaEP,219493.0,4.0
Broken Land,The Adventures,19iFBK8ehrmY1vhEymBlyf,41,0.479,0.588,2.0,-13.149,1.0,0.0268,0.0191,0.00179,0.141,0.386,98.043,audio_features,19iFBK8ehrmY1vhEymBlyf,spotify:track:19iFBK8ehrmY1vhEymBlyf,https://api.spotify.com/v1/tracks/19iFBK8ehrmY1vhEymBlyf,https://api.spotify.com/v1/audio-analysis/19iFBK8ehrmY1vhEymBlyf,304160.0,4.0
Angry,The Rolling Stones,0daHbdrLvUmkh81rnolMcG,60,0.596,0.893,4.0,-3.468,1.0,0.0822,0.000644,1.22e-05,0.0326,0.695,113.065,audio_features,0daHbdrLvUmkh81rnolMcG,spotify:track:0daHbdrLvUmkh81rnolMcG,https://api.spotify.com/v1/tracks/0daHbdrLvUmkh81rnolMcG,https://api.spotify.com/v1/audio-analysis/0daHbdrLvUmkh81rnolMcG,226736.0,4.0
It's In His Kiss - The Shoop Shoop Song,Betty Everett,2BrdsYaVeMvxqzP0yHl535,0,0.552,0.471,9.0,-11.979,1.0,0.0606,0.499,6.43e-06,0.34,0.954,123.8,audio_features,2BrdsYaVeMvxqzP0yHl535,spotify:track:2BrdsYaVeMvxqzP0yHl535,https://api.spotify.com/v1/tracks/2BrdsYaVeMvxqzP0yHl535,https://api.spotify.com/v1/audio-analysis/2BrdsYaVeMvxqzP0yHl535,133413.0,4.0
Rocket - Lunar Mix / Radio Edit,Def Leppard,5eO0mcQC1sxR4x5V25shqO,31,0.525,0.886,11.0,-6.201,1.0,0.0498,0.000951,6.82e-06,0.95,0.437,82.049,audio_features,5eO0mcQC1sxR4x5V25shqO,spotify:track:5eO0mcQC1sxR4x5V25shqO,https://api.spotify.com/v1/tracks/5eO0mcQC1sxR4x5V25shqO,https://api.spotify.com/v1/audio-analysis/5eO0mcQC1sxR4x5V25shqO,277557.0,4.0
Take It Off,The Donnas,6QyBIZEvs11K9lKjyLYtv6,50,0.412,0.951,11.0,-3.371,0.0,0.0548,2.61e-06,0.00239,0.0958,0.333,158.78,audio_features,6QyBIZEvs11K9lKjyLYtv6,spotify:track:6QyBIZEvs11K9lKjyLYtv6,https://api.spotify.com/v1/tracks/6QyBIZEvs11K9lKjyLYtv6,https://api.spotify.com/v1/audio-analysis/6QyBIZEvs11K9lKjyLYtv6,162000.0,4.0
Can't You Hear Me Knocking,The Rolling Stones,1RF4Ab9MlN9Eygz1VfPv8X,0,0.549,0.635,0.0,-9.43,1.0,0.0373,0.41,0.116,0.131,0.745,152.114,audio_features,1RF4Ab9MlN9Eygz1VfPv8X,spotify:track:1RF4Ab9MlN9Eygz1VfPv8X,https://api.spotify.com/v1/tracks/1RF4Ab9MlN9Eygz1VfPv8X,https://api.spotify.com/v1/audio-analysis/1RF4Ab9MlN9Eygz1VfPv8X,434000.0,4.0
My Name Is Jack - Mono Version,Manfred Mann,1xxUTflASutnrz0YEjYQEO,23,0.64,0.674,2.0,-7.916,1.0,0.0387,0.305,0.0,0.195,0.591,98.173,audio_features,1xxUTflASutnrz0YEjYQEO,spotify:track:1xxUTflASutnrz0YEjYQEO,https://api.spotify.com/v1/tracks/1xxUTflASutnrz0YEjYQEO,https://api.spotify.com/v1/audio-analysis/1xxUTflASutnrz0YEjYQEO,168627.0,3.0
Trigger Hippie,Morcheeba,1GaYqv2NMMlVbG3ewJQ4A6,50,0.628,0.625,5.0,-9.224,0.0,0.0465,0.0758,0.645,0.48,0.148,172.154,audio_features,1GaYqv2NMMlVbG3ewJQ4A6,spotify:track:1GaYqv2NMMlVbG3ewJQ4A6,https://api.spotify.com/v1/tracks/1GaYqv2NMMlVbG3ewJQ4A6,https://api.spotify.com/v1/audio-analysis/1GaYqv2NMMlVbG3ewJQ4A6,332760.0,4.0
You Dropped A Bomb On Me,The Gap Band,1LB4XUJPcqAk7VtvQORTML,0,0.792,0.599,2.0,-11.836,1.0,0.0463,0.0555,2.5e-05,0.0591,0.744,125.397,audio_features,1LB4XUJPcqAk7VtvQORTML,spotify:track:1LB4XUJPcqAk7VtvQORTML,https://api.spotify.com/v1/tracks/1LB4XUJPcqAk7VtvQORTML,https://api.spotify.com/v1/audio-analysis/1LB4XUJPcqAk7VtvQORTML,314640.0,4.0
Over and Over,Madonna,0uIqV0X1M1vjti0ubMOInt,41,0.669,0.785,5.0,-10.883,1.0,0.0351,0.415,0.00288,0.0537,0.971,150.247,audio_features,0uIqV0X1M1vjti0ubMOInt,spotify:track:0uIqV0X1M1vjti0ubMOInt,https://api.spotify.com/v1/tracks/0uIqV0X1M1vjti0ubMOInt,https://api.spotify.com/v1/audio-analysis/0uIqV0X1M1vjti0ubMOInt,252507.0,4.0
Year of the Rat,Badly Drawn Boy,62hIECqv3Cu7HsRF1JULSy,0,0.474,0.494,0.0,-8.23,1.0,0.0339,0.604,2.56e-06,0.151,0.153,144.763,audio_features,62hIECqv3Cu7HsRF1JULSy,spotify:track:62hIECqv3Cu7HsRF1JULSy,https://api.spotify.com/v1/tracks/62hIECqv3Cu7HsRF1JULSy,https://api.spotify.com/v1/audio-analysis/62hIECqv3Cu7HsRF1JULSy,283773.0,4.0
"Contact - UK 7"" Single Version",Edwin Starr,2nkW5NxnKjwFlUuUHpwoKy,38,0.836,0.85,6.0,-9.017,1.0,0.0765,0.0622,2.17e-05,0.0618,0.89,132.058,audio_features,2nkW5NxnKjwFlUuUHpwoKy,spotify:track:2nkW5NxnKjwFlUuUHpwoKy,https://api.spotify.com/v1/tracks/2nkW5NxnKjwFlUuUHpwoKy,https://api.spotify.com/v1/audio-analysis/2nkW5NxnKjwFlUuUHpwoKy,211200.0,4.0
Here Is the House,Depeche Mode,5LMho9lPjEzt3CHVKUHXBI,0,0.597,0.682,0.0,-10.351,0.0,0.0283,0.272,0.0061,0.257,0.947,126.264,audio_features,5LMho9lPjEzt3CHVKUHXBI,spotify:track:5LMho9lPjEzt3CHVKUHXBI,https://api.spotify.com/v1/tracks/5LMho9lPjEzt3CHVKUHXBI,https://api.spotify.com/v1/audio-analysis/5LMho9lPjEzt3CHVKUHXBI,256253.0,4.0
Forever J,Terry Hall,4WFu1aTDpJdZnMEnYLUgd3,28,0.555,0.731,11.0,-8.79,0.0,0.0349,0.0443,2.99e-05,0.0574,0.598,121.002,audio_features,4WFu1aTDpJdZnMEnYLUgd3,spotify:track:4WFu1aTDpJdZnMEnYLUgd3,https://api.spotify.com/v1/tracks/4WFu1aTDpJdZnMEnYLUgd3,https://api.spotify.com/v1/audio-analysis/4WFu1aTDpJdZnMEnYLUgd3,245960.0,4.0
Give Me An Inch,Hazel O'Connor,7E8X0VWgL9uIcAzzszfPUw,18,0.546,0.614,9.0,-14.413,1.0,0.0477,0.086,2.62e-05,0.0804,0.788,141.287,audio_features,7E8X0VWgL9uIcAzzszfPUw,spotify:track:7E8X0VWgL9uIcAzzszfPUw,https://api.spotify.com/v1/tracks/7E8X0VWgL9uIcAzzszfPUw,https://api.spotify.com/v1/audio-analysis/7E8X0VWgL9uIcAzzszfPUw,189400.0,4.0
The Sign,Ace of Base,0hrBpAOgrt8RXigk83LLNE,74,0.808,0.786,4.0,-6.897,0.0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,audio_features,0hrBpAOgrt8RXigk83LLNE,spotify:track:0hrBpAOgrt8RXigk83LLNE,https://api.spotify.com/v1/tracks/0hrBpAOgrt8RXigk83LLNE,https://api.spotify.com/v1/audio-analysis/0hrBpAOgrt8RXigk83LLNE,191240.0,4.0
Sprawl II (Mountains Beyond Mountains),Arcade Fire,0U0p8weaMIbIFMJ0CPlvHV,51,0.518,0.81,8.0,-6.445,1.0,0.029,0.016,0.0013,0.115,0.179,99.968,audio_features,0U0p8weaMIbIFMJ0CPlvHV,spotify:track:0U0p8weaMIbIFMJ0CPlvHV,https://api.spotify.com/v1/tracks/0U0p8weaMIbIFMJ0CPlvHV,https://api.spotify.com/v1/audio-analysis/0U0p8weaMIbIFMJ0CPlvHV,325547.0,4.0
Haunted,Poe,2ZKOh4R2auUAfmUIR8b9w3,0,0.495,0.867,1.0,-7.623,0.0,0.0606,0.0266,0.000601,0.293,0.5,85.968,audio_features,2ZKOh4R2auUAfmUIR8b9w3,spotify:track:2ZKOh4R2auUAfmUIR8b9w3,https://api.spotify.com/v1/tracks/2ZKOh4R2auUAfmUIR8b9w3,https://api.spotify.com/v1/audio-analysis/2ZKOh4R2auUAfmUIR8b9w3,320240.0,4.0
Climb Ev'ry Mountain,Peggy Wood,0Y6i6Ugb6VNsW5qeTULCkx,0,0.162,0.298,5.0,-12.417,1.0,0.0386,0.845,0.0,0.22,0.19,83.309,audio_features,0Y6i6Ugb6VNsW5qeTULCkx,spotify:track:0Y6i6Ugb6VNsW5qeTULCkx,https://api.spotify.com/v1/tracks/0Y6i6Ugb6VNsW5qeTULCkx,https://api.spotify.com/v1/audio-analysis/0Y6i6Ugb6VNsW5qeTULCkx,134947.0,3.0
Clog Dance,Brighouse And Rastrick Brass Band,1yUpWcLcUZZBJbcbkP1XVo,0,0.405,0.46,0.0,-12.434,1.0,0.0419,0.836,0.905,0.0959,0.499,129.713,audio_features,1yUpWcLcUZZBJbcbkP1XVo,spotify:track:1yUpWcLcUZZBJbcbkP1XVo,https://api.spotify.com/v1/tracks/1yUpWcLcUZZBJbcbkP1XVo,https://api.spotify.com/v1/audio-analysis/1yUpWcLcUZZBJbcbkP1XVo,174667.0,4.0
Drive That Fast,Kitchens Of Distinction,4bCy7PQNxHIQ6E5vspcMfF,6,0.301,0.752,4.0,-11.134,0.0,0.049,0.0061,0.358,0.216,0.53,126.226,audio_features,4bCy7PQNxHIQ6E5vspcMfF,spotify:track:4bCy7PQNxHIQ6E5vspcMfF,https://api.spotify.com/v1/tracks/4bCy7PQNxHIQ6E5vspcMfF,https://api.spotify.com/v1/audio-analysis/4bCy7PQNxHIQ6E5vspcMfF,336373.0,4.0
New Life,Depeche Mode,5yAcJtUiOFTdvePkHb4hs8,50,0.659,0.873,7.0,-7.975,1.0,0.0426,0.122,0.297,0.0771,0.71,158.122,audio_features,5yAcJtUiOFTdvePkHb4hs8,spotify:track:5yAcJtUiOFTdvePkHb4hs8,https://api.spotify.com/v1/tracks/5yAcJtUiOFTdvePkHb4hs8,https://api.spotify.com/v1/audio-analysis/5yAcJtUiOFTdvePkHb4hs8,224173.0,4.0
Sweet Baby of Mine,Ruth Brown,3343d5GDSYKsli0L8W61Gc,37,0.755,0.508,2.0,-8.72,1.0,0.0883,0.495,0.0,0.149,0.746,148.977,audio_features,3343d5GDSYKsli0L8W61Gc,spotify:track:3343d5GDSYKsli0L8W61Gc,https://api.spotify.com/v1/tracks/3343d5GDSYKsli0L8W61Gc,https://api.spotify.com/v1/audio-analysis/3343d5GDSYKsli0L8W61Gc,153200.0,4.0
The Trees,Pulp,7y5yMRhQElKB1tx8FTg949,33,0.478,0.628,6.0,-6.445,1.0,0.0243,0.000259,1.8e-05,0.0957,0.268,110.004,audio_features,7y5yMRhQElKB1tx8FTg949,spotify:track:7y5yMRhQElKB1tx8FTg949,https://api.spotify.com/v1/tracks/7y5yMRhQElKB1tx8FTg949,https://api.spotify.com/v1/audio-analysis/7y5yMRhQElKB1tx8FTg949,289333.0,4.0
Little Wonder,David Bowie,0TcXlhDwt1TJpVZ7CMzCwR,36,0.544,0.936,1.0,-6.446,0.0,0.126,0.00146,0.0108,0.481,0.329,151.942,audio_features,0TcXlhDwt1TJpVZ7CMzCwR,spotify:track:0TcXlhDwt1TJpVZ7CMzCwR,https://api.spotify.com/v1/tracks/0TcXlhDwt1TJpVZ7CMzCwR,https://api.spotify.com/v1/audio-analysis/0TcXlhDwt1TJpVZ7CMzCwR,362333.0,4.0
Simon Smith And His Amazing Dancing Bear,Alan Price Set,5o3XjejPODxehiXu4yaQcE,12,0.628,0.703,2.0,-7.58,1.0,0.0326,0.618,0.0,0.596,0.955,83.013,audio_features,5o3XjejPODxehiXu4yaQcE,spotify:track:5o3XjejPODxehiXu4yaQcE,https://api.spotify.com/v1/tracks/5o3XjejPODxehiXu4yaQcE,https://api.spotify.com/v1/audio-analysis/5o3XjejPODxehiXu4yaQcE,118053.0,4.0
Those Canaan Days,Andrew Lloyd Webber,1Gd4OTjUdyfQOcrQnJUizS,3,0.377,0.393,5.0,-7.506,0.0,0.0338,0.682,0.0,0.429,0.231,107.588,audio_features,1Gd4OTjUdyfQOcrQnJUizS,spotify:track:1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/tracks/1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/audio-analysis/1Gd4OTjUdyfQOcrQnJUizS,191181.0,5.0
Those Canaan Days,Riggs O’Hara,1Gd4OTjUdyfQOcrQnJUizS,3,0.377,0.393,5.0,-7.506,0.0,0.0338,0.682,0.0,0.429,0.231,107.588,audio_features,1Gd4OTjUdyfQOcrQnJUizS,spotify:track:1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/tracks/1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/audio-analysis/1Gd4OTjUdyfQOcrQnJUizS,191181.0,5.0
Those Canaan Days,Gordon Waller,1Gd4OTjUdyfQOcrQnJUizS,3,0.377,0.393,5.0,-7.506,0.0,0.0338,0.682,0.0,0.429,0.231,107.588,audio_features,1Gd4OTjUdyfQOcrQnJUizS,spotify:track:1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/tracks/1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/audio-analysis/1Gd4OTjUdyfQOcrQnJUizS,191181.0,5.0
Those Canaan Days,Alex McAvoy,1Gd4OTjUdyfQOcrQnJUizS,3,0.377,0.393,5.0,-7.506,0.0,0.0338,0.682,0.0,0.429,0.231,107.588,audio_features,1Gd4OTjUdyfQOcrQnJUizS,spotify:track:1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/tracks/1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/audio-analysis/1Gd4OTjUdyfQOcrQnJUizS,191181.0,5.0
Those Canaan Days,"""Joseph And The Amazing Technicolor Dreamcoat"" 1973 London Cast",1Gd4OTjUdyfQOcrQnJUizS,3,0.377,0.393,5.0,-7.506,0.0,0.0338,0.682,0.0,0.429,0.231,107.588,audio_features,1Gd4OTjUdyfQOcrQnJUizS,spotify:track:1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/tracks/1Gd4OTjUdyfQOcrQnJUizS,https://api.spotify.com/v1/audio-analysis/1Gd4OTjUdyfQOcrQnJUizS,191181.0,5.0
No One Likes A Fat Pop Star,Robbie Williams,1iYthIL4kzenhpV4q5aLEO,26,0.478,0.269,4.0,-9.469,1.0,0.0255,0.706,0.0,0.102,0.348,79.982,audio_features,1iYthIL4kzenhpV4q5aLEO,spotify:track:1iYthIL4kzenhpV4q5aLEO,https://api.spotify.com/v1/tracks/1iYthIL4kzenhpV4q5aLEO,https://api.spotify.com/v1/audio-analysis/1iYthIL4kzenhpV4q5aLEO,172244.0,3.0
Open up Your Door,Richard Hawley,3HNp9HQ33wdDhAvEc4arE8,42,0.417,0.211,2.0,-12.457,0.0,0.0279,0.532,0.0149,0.338,0.155,71.055,audio_features,3HNp9HQ33wdDhAvEc4arE8,spotify:track:3HNp9HQ33wdDhAvEc4arE8,https://api.spotify.com/v1/tracks/3HNp9HQ33wdDhAvEc4arE8,https://api.spotify.com/v1/audio-analysis/3HNp9HQ33wdDhAvEc4arE8,283120.0,4.0
Razzle Dazzle,Jerry Orbach,7endjbbFkSyekmPVMnVSGJ,20,0.512,0.37,2.0,-9.38,1.0,0.0521,0.707,0.0,0.347,0.645,109.93,audio_features,7endjbbFkSyekmPVMnVSGJ,spotify:track:7endjbbFkSyekmPVMnVSGJ,https://api.spotify.com/v1/tracks/7endjbbFkSyekmPVMnVSGJ,https://api.spotify.com/v1/audio-analysis/7endjbbFkSyekmPVMnVSGJ,189840.0,4.0
Razzle Dazzle,Chicago Ensemble,7endjbbFkSyekmPVMnVSGJ,20,0.512,0.37,2.0,-9.38,1.0,0.0521,0.707,0.0,0.347,0.645,109.93,audio_features,7endjbbFkSyekmPVMnVSGJ,spotify:track:7endjbbFkSyekmPVMnVSGJ,https://api.spotify.com/v1/tracks/7endjbbFkSyekmPVMnVSGJ,https://api.spotify.com/v1/audio-analysis/7endjbbFkSyekmPVMnVSGJ,189840.0,4.0
Yes I Am,Margo Guryan,05PlNnySB1yfTF5iN7Mil0,0,0.624,0.827,0.0,-5.094,1.0,0.032,0.317,1.22e-06,0.123,0.871,120.95,audio_features,05PlNnySB1yfTF5iN7Mil0,spotify:track:05PlNnySB1yfTF5iN7Mil0,https://api.spotify.com/v1/tracks/05PlNnySB1yfTF5iN7Mil0,https://api.spotify.com/v1/audio-analysis/05PlNnySB1yfTF5iN7Mil0,197440.0,4.0
Fine Line,Paul McCartney,4PyGMMfh9MiiFOPVyAikar,33,0.746,0.779,2.0,-5.337,1.0,0.0329,0.226,0.00026,0.0953,0.51,115.382,audio_features,4PyGMMfh9MiiFOPVyAikar,spotify:track:4PyGMMfh9MiiFOPVyAikar,https://api.spotify.com/v1/tracks/4PyGMMfh9MiiFOPVyAikar,https://api.spotify.com/v1/audio-analysis/4PyGMMfh9MiiFOPVyAikar,185360.0,4.0
Grace,Rag'n'Bone Man,08w1hnWW4GhVm61DoVojsY,52,0.519,0.461,5.0,-9.525,1.0,0.035,0.688,0.0,0.29,0.358,79.035,audio_features,08w1hnWW4GhVm61DoVojsY,spotify:track:08w1hnWW4GhVm61DoVojsY,https://api.spotify.com/v1/tracks/08w1hnWW4GhVm61DoVojsY,https://api.spotify.com/v1/audio-analysis/08w1hnWW4GhVm61DoVojsY,211067.0,4.0
The Muppet Show Theme,The Muppets,2fFnUnsRZ11zSqJoZalmxq,48,0.924,0.788,7.0,-5.191,1.0,0.0891,0.367,4.97e-06,0.0564,0.785,115.031,audio_features,2fFnUnsRZ11zSqJoZalmxq,spotify:track:2fFnUnsRZ11zSqJoZalmxq,https://api.spotify.com/v1/tracks/2fFnUnsRZ11zSqJoZalmxq,https://api.spotify.com/v1/audio-analysis/2fFnUnsRZ11zSqJoZalmxq,50787.0,4.0
The Muppet Show Theme,Joanna Newsom,2fFnUnsRZ11zSqJoZalmxq,48,0.924,0.788,7.0,-5.191,1.0,0.0891,0.367,4.97e-06,0.0564,0.785,115.031,audio_features,2fFnUnsRZ11zSqJoZalmxq,spotify:track:2fFnUnsRZ11zSqJoZalmxq,https://api.spotify.com/v1/tracks/2fFnUnsRZ11zSqJoZalmxq,https://api.spotify.com/v1/audio-analysis/2fFnUnsRZ11zSqJoZalmxq,50787.0,4.0
Dude (Looks Like A Lady),Aerosmith,6gQUbFwwdYXlKdmqRoWKJe,70,0.54,0.982,4.0,-2.962,0.0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,audio_features,6gQUbFwwdYXlKdmqRoWKJe,spotify:track:6gQUbFwwdYXlKdmqRoWKJe,https://api.spotify.com/v1/tracks/6gQUbFwwdYXlKdmqRoWKJe,https://api.spotify.com/v1/audio-analysis/6gQUbFwwdYXlKdmqRoWKJe,265773.0,4.0
"Here, There And Everywhere - Remastered 2009",The Beatles,2B4Y9u4ERAFiMo13XPJyGP,68,0.29,0.247,7.0,-12.125,1.0,0.0383,0.921,0.00565,0.0917,0.36,165.361,audio_features,2B4Y9u4ERAFiMo13XPJyGP,spotify:track:2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/tracks/2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/audio-analysis/2B4Y9u4ERAFiMo13XPJyGP,144880.0,4.0
Come Talk To Me,Peter Gabriel,0QDMgR6hu2sJXL7dHjOqUV,38,0.493,0.666,2.0,-11.185,1.0,0.0427,0.168,0.0196,0.268,0.529,101.926,audio_features,0QDMgR6hu2sJXL7dHjOqUV,spotify:track:0QDMgR6hu2sJXL7dHjOqUV,https://api.spotify.com/v1/tracks/0QDMgR6hu2sJXL7dHjOqUV,https://api.spotify.com/v1/audio-analysis/0QDMgR6hu2sJXL7dHjOqUV,425640.0,4.0
Love You Inside Out,Bee Gees,73V1mhbDb7K0lqlHB82iN5,58,0.706,0.516,11.0,-11.037,0.0,0.0474,0.354,4.19e-06,0.205,0.833,94.713,audio_features,73V1mhbDb7K0lqlHB82iN5,spotify:track:73V1mhbDb7K0lqlHB82iN5,https://api.spotify.com/v1/tracks/73V1mhbDb7K0lqlHB82iN5,https://api.spotify.com/v1/audio-analysis/73V1mhbDb7K0lqlHB82iN5,251333.0,4.0
Shoot the Runner,Kasabian,4baAwbpkroYCwSIlaqzNXy,52,0.526,0.776,7.0,-4.169,1.0,0.0852,0.000431,0.0157,0.334,0.524,131.194,audio_features,4baAwbpkroYCwSIlaqzNXy,spotify:track:4baAwbpkroYCwSIlaqzNXy,https://api.spotify.com/v1/tracks/4baAwbpkroYCwSIlaqzNXy,https://api.spotify.com/v1/audio-analysis/4baAwbpkroYCwSIlaqzNXy,207373.0,4.0
Ray of Light,Madonna,4Fpsa3pYc3gozrxHRRPvR6,62,0.57,0.907,3.0,-7.822,1.0,0.0302,0.00111,0.618,0.0642,0.7,127.183,audio_features,4Fpsa3pYc3gozrxHRRPvR6,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/tracks/4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/audio-analysis/4Fpsa3pYc3gozrxHRRPvR6,322000.0,4.0
Bidin' My Time,Nat King Cole,21VsMCBq6C6jbCLFjmEhL0,14,0.363,0.29,1.0,-13.083,1.0,0.0335,0.624,0.0,0.119,0.357,101.313,audio_features,21VsMCBq6C6jbCLFjmEhL0,spotify:track:21VsMCBq6C6jbCLFjmEhL0,https://api.spotify.com/v1/tracks/21VsMCBq6C6jbCLFjmEhL0,https://api.spotify.com/v1/audio-analysis/21VsMCBq6C6jbCLFjmEhL0,147600.0,4.0
King For A Day - 2001 Remaster,XTC,7wBymwOuTrmb4ns4kaWyvT,36,0.737,0.859,0.0,-5.546,0.0,0.0352,0.0749,0.00014,0.277,0.682,121.117,audio_features,7wBymwOuTrmb4ns4kaWyvT,spotify:track:7wBymwOuTrmb4ns4kaWyvT,https://api.spotify.com/v1/tracks/7wBymwOuTrmb4ns4kaWyvT,https://api.spotify.com/v1/audio-analysis/7wBymwOuTrmb4ns4kaWyvT,217571.0,4.0
Saturday Night at the Movies - Single Version; 2020 Remaster,The Drifters,2oJaCsDjCujzOL75Oi3KaS,32,0.713,0.562,6.0,-6.416,1.0,0.0532,0.597,0.0,0.229,0.907,135.342,audio_features,2oJaCsDjCujzOL75Oi3KaS,spotify:track:2oJaCsDjCujzOL75Oi3KaS,https://api.spotify.com/v1/tracks/2oJaCsDjCujzOL75Oi3KaS,https://api.spotify.com/v1/audio-analysis/2oJaCsDjCujzOL75Oi3KaS,153907.0,4.0
We Have All the Time in the World,Fun Lovin' Criminals,7jRoFCCkNsr7rZidSM1zF2,0,0.687,0.588,9.0,-8.766,1.0,0.0344,0.0209,0.848,0.11,0.402,91.847,audio_features,7jRoFCCkNsr7rZidSM1zF2,spotify:track:7jRoFCCkNsr7rZidSM1zF2,https://api.spotify.com/v1/tracks/7jRoFCCkNsr7rZidSM1zF2,https://api.spotify.com/v1/audio-analysis/7jRoFCCkNsr7rZidSM1zF2,221293.0,4.0
Go Away Little Boy,Marlena Shaw,6QtS40hsQbQoocK97GzVG7,24,0.441,0.491,9.0,-10.299,0.0,0.156,0.659,1.02e-06,0.142,0.244,120.637,audio_features,6QtS40hsQbQoocK97GzVG7,spotify:track:6QtS40hsQbQoocK97GzVG7,https://api.spotify.com/v1/tracks/6QtS40hsQbQoocK97GzVG7,https://api.spotify.com/v1/audio-analysis/6QtS40hsQbQoocK97GzVG7,164067.0,1.0
Do Something,Macy Gray,2BPq1IXa9vEJpvG5TEaxgp,41,0.58,0.841,11.0,-5.029,0.0,0.194,0.147,2.2e-05,0.0359,0.877,167.991,audio_features,2BPq1IXa9vEJpvG5TEaxgp,spotify:track:2BPq1IXa9vEJpvG5TEaxgp,https://api.spotify.com/v1/tracks/2BPq1IXa9vEJpvG5TEaxgp,https://api.spotify.com/v1/audio-analysis/2BPq1IXa9vEJpvG5TEaxgp,299933.0,4.0
Native New Yorker,Odyssey,7K9Wbyz3tw65D6fTvNrvyy,34,0.518,0.878,1.0,-9.671,1.0,0.173,0.158,0.000131,0.843,0.619,109.325,audio_features,7K9Wbyz3tw65D6fTvNrvyy,spotify:track:7K9Wbyz3tw65D6fTvNrvyy,https://api.spotify.com/v1/tracks/7K9Wbyz3tw65D6fTvNrvyy,https://api.spotify.com/v1/audio-analysis/7K9Wbyz3tw65D6fTvNrvyy,206640.0,4.0
Locust Laced,Sleigh Bells,7wt4KWXhzgykix1HSKzsh3,27,0.476,0.756,1.0,-5.854,0.0,0.075,0.00212,3.73e-06,0.427,0.654,174.071,audio_features,7wt4KWXhzgykix1HSKzsh3,spotify:track:7wt4KWXhzgykix1HSKzsh3,https://api.spotify.com/v1/tracks/7wt4KWXhzgykix1HSKzsh3,https://api.spotify.com/v1/audio-analysis/7wt4KWXhzgykix1HSKzsh3,150947.0,4.0
Highway Star,Deep Purple,79q7xFOodcfIVbpNHjE2gB,50,0.252,0.874,9.0,-6.596,0.0,0.0602,0.00307,0.014,0.122,0.377,172.804,audio_features,79q7xFOodcfIVbpNHjE2gB,spotify:track:79q7xFOodcfIVbpNHjE2gB,https://api.spotify.com/v1/tracks/79q7xFOodcfIVbpNHjE2gB,https://api.spotify.com/v1/audio-analysis/79q7xFOodcfIVbpNHjE2gB,367947.0,4.0
